trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2792401,31682,31687,41842,1,0,0,0.269
2792401,31711,31716,41865,2,0,0,0.545
2792401,31731,31738,41887,3,0,0,0.727
2792401,31775,31780,41796,4,0,0,1.089
2792401,31797,31807,41798,5,0,0,1.271
2792401,31849,31891,41800,6,0,0,1.491
2792401,31923,31934,41802,7,0,0,1.826
2792401,31953,31995,41804,8,0,0,2.015
2792401,32018,32037,41807,9,0,0,2.253
2792401,32065,32081,41809,10,0,0,2.596
2792401,32091,32095,41811,11,0,0,2.736
2792401,32129,32151,41813,12,0,0,3.139
2792401,32174,32177,41817,13,0,0,3.435
2792401,32208,32214,41820,14,0,0,3.686
2792401,32228,32246,41822,15,0,0,3.825
2792401,32348,32352,41824,16,0,0,4.186
2792401,32364,32367,41826,17,0,0,4.375
2792401,32418,32450,41828,18,0,0,5.056
2792401,32465,32487,41831,19,0,0,5.236
2792401,32508,32511,41839,20,0,0,5.493
2792401,32554,32568,41834,21,0,0,5.649
2792401,32581,32585,41837,22,0,0,5.81
2792401,32650,32654,41833,23,0,0,6.197
2792401,32664,32664,41841,24,0,0,6.368
2792401,32692,32692,41844,25,0,0,6.576
2792401,32735,32735,41846,26,0,0,6.893
2792401,32799,32812,41848,27,0,0,7.299
2792401,32833,32847,41849,28,0,0,7.501
2792401,32899,32928,41852,29,0,0,7.85
2792401,32951,32976,41854,30,0,0,8.107
2792401,33017,33030,41856,31,0,0,8.444
2792401,33050,33067,41858,32,0,0,8.66
2792401,33090,33094,41860,33,0,0,8.908
2792401,33119,33122,41862,34,0,0,9.267
2792401,33144,33186,41864,35,0,0,9.545
2792401,33199,33204,41867,36,0,0,9.715
2792401,33248,33251,41869,37,0,0,9.914
2792401,33275,33288,41871,38,0,0,10.222
2792401,33304,33304,41873,39,0,0,10.426
2792401,33315,33319,41875,40,0,0,10.535
2792401,33334,33336,41878,41,0,0,10.762
2792401,33347,33350,41880,42,0,0,10.944
2792401,33380,33383,41882,43,0,0,11.408
2792401,33394,33397,41884,44,0,0,11.594
2792401,33410,33413,46438,45,0,0,11.811
2792401,33422,33425,41886,46,0,0,11.991
2792401,33432,33434,41889,47,0,0,12.129
2792401,33444,33447,41070,48,0,0,12.306
2791277,31245,31255,41893,1,0,0,0.54
2791277,31275,31291,41891,2,0,0,0.762
2791277,31302,31302,41890,3,0,0,0.97
2791277,31320,31320,41888,4,0,0,1.109
2791277,31330,31333,46437,5,0,0,1.303
2791277,31347,31378,41885,6,0,0,1.489
2791277,31399,31401,41883,7,0,0,1.759
2791277,31431,31434,41881,8,0,0,2.149
2791277,31448,31451,41879,9,0,0,2.337
2791277,31466,31469,41877,10,0,0,2.542
2791277,31481,31484,41874,11,0,0,2.7
2791277,31498,31501,41872,12,0,0,2.892
2791277,31523,31526,41870,13,0,0,3.171
2791277,31533,31538,41868,14,0,0,3.279
2791277,31570,31570,41866,15,0,0,3.551
2791277,31597,31621,41863,16,0,0,3.814
2791277,31673,31679,41861,17,0,0,4.229
2791277,31695,31699,41859,18,0,0,4.431
2791277,31732,31754,41857,19,0,0,4.688
2791277,31777,31780,41855,20,0,0,4.983
2791277,31804,31827,41853,21,0,0,5.282
2791277,31852,31855,41851,22,0,0,5.625
2791277,31872,31875,41850,23,0,0,5.886
2791277,31906,31926,41847,24,0,0,6.306
2791277,31940,31944,41845,25,0,0,6.467
2791277,31964,31967,41843,26,0,0,6.747
2791277,31982,32021,41835,27,0,0,6.957
2791277,32045,32048,41838,28,0,0,7.307
2791277,32060,32077,41836,29,0,0,7.499
2791277,32087,32101,41840,30,0,0,7.652
2791277,32155,32173,41832,31,0,0,7.948
2791277,32214,32228,41830,32,0,0,8.063
2791277,32281,32284,41827,33,0,0,8.707
2791277,32343,32348,41825,34,0,0,8.95
2791277,32369,32402,41823,35,0,0,9.207
2791277,32416,32418,41821,36,0,0,9.424
2791277,32431,32434,41819,37,0,0,9.649
2791277,32450,32465,41815,38,0,0,9.883
2791277,32530,32532,41816,39,0,0,10.133
2791277,32546,32549,41812,40,0,0,10.368
2791277,32572,32575,41810,41,0,0,10.596
2791277,32594,32596,41808,42,0,0,10.896
2791277,32604,32607,41806,43,0,0,11.047
2791277,32627,32645,41803,44,0,0,11.327
2791277,32662,32726,41801,45,0,0,11.552
2791277,32745,32748,41799,46,0,0,11.795
2791277,32770,32775,41797,47,0,0,12.067
2791277,32790,32795,41795,48,0,0,12.305
2791277,32816,32819,41876,49,0,0,12.588
2793032,30692,30697,41842,1,0,0,0.493
2793032,30721,30725,41865,2,0,0,0.769
2793032,30741,30747,41887,3,0,0,0.951
2793032,30769,30789,43196,4,0,0,1.132
2793032,30799,30809,43198,5,0,0,1.244
2793032,30825,30848,43200,6,0,0,1.423
2793032,30863,30886,43202,7,0,0,1.602
2793032,30918,30929,43192,8,0,0,1.917
2793032,30945,30954,43194,9,0,0,2.091
2793032,30974,30988,41556,10,0,0,2.282
2793032,31022,31040,42066,11,0,0,2.56
2793032,31063,31078,41230,12,0,0,2.822
2793032,31122,31132,42068,13,0,0,3.102
2793032,31153,31157,42069,14,0,0,3.324
2793032,31167,31170,42071,15,0,0,3.489
2793032,31189,31199,42073,16,0,0,3.736
2793032,31212,31217,42075,17,0,0,3.902
2793032,31236,31239,42078,18,0,0,4.128
2793032,31254,31264,42080,19,0,0,4.303
2793032,31277,31296,42082,20,0,0,4.474
2793032,31318,31333,42083,21,0,0,4.758
2793032,31352,31373,46327,22,0,0,4.988
2793032,31388,31398,42086,23,0,0,5.177
2793032,31414,31417,42089,24,0,0,5.407
2793032,31428,31437,42090,25,0,0,5.554
2793032,31468,31482,42092,26,0,0,5.912
2793032,31496,31514,42094,27,0,0,6.067
2793032,31541,31554,42096,28,0,0,6.402
2793032,31575,31579,42099,29,0,0,6.686
2793032,31598,31602,42101,30,0,0,6.95
2793032,31630,31633,45065,31,0,0,7.244
2793032,31644,31647,41105,32,0,0,7.408
2793032,31667,31677,41107,33,0,0,7.665
2793032,31688,31691,41109,34,0,0,7.816
2793032,31733,31737,41614,35,0,0,8.142
2793032,31763,31787,41612,36,0,0,8.342
2793032,31808,31818,41609,37,0,0,8.553
2793032,31826,31832,41610,38,0,0,8.661
2793032,31879,31895,42798,39,0,0,8.931
2793032,31913,31916,46399,40,0,0,9.183
2793032,31927,31930,46306,41,0,0,9.355
2793032,31949,31953,45071,42,0,0,9.508
2793032,32005,32008,45074,43,0,0,9.927
2793032,32034,32043,46329,44,0,0,10.334
2793032,32061,32064,45076,45,0,0,10.609
2793032,32071,32091,46562,46,0,0,10.745
2793032,32116,32125,46033,47,0,0,11.106
2793032,32148,32150,46483,48,0,0,11.417
2793032,32172,32191,46484,49,0,0,11.596
2793032,32219,32222,46485,50,0,0,11.919
2793032,32268,32271,42188,51,0,0,12.411
2793032,32278,32281,42189,52,0,0,12.559
2793032,32305,32313,42191,53,0,0,12.894
2793032,32323,32326,42193,54,0,0,13.045
2793032,32340,32343,42194,55,0,0,13.24
2793032,32355,32429,42197,56,0,0,13.416
2793032,32468,32474,46401,57,0,0,14.073
2793032,32568,32571,42201,58,0,0,15.052
2793032,32584,32587,46386,59,0,0,15.321
2793032,32595,32598,42203,60,0,0,15.514
2793032,32609,32612,42204,61,0,0,15.713
2793032,32641,32646,42208,62,0,0,16.277
2793032,32673,32676,42210,63,0,0,16.821
2793032,32691,32694,42211,64,0,0,17.145
2793032,32710,32713,42214,65,0,0,17.445
2793032,32722,32725,46615,66,0,0,17.598
2793032,32739,32753,42217,67,0,0,17.761
2793032,32770,32773,42219,68,0,0,18.018
2793032,32789,32799,42221,69,0,0,18.262
2793032,32817,32821,42223,70,0,0,18.526
2790292,27325,27336,46025,1,0,0,0.21
2790292,27357,27359,46490,2,0,0,0.522
2790292,27377,27381,46491,3,0,0,0.695
2790292,27407,27411,46492,4,0,0,1.017
2790292,27437,27444,46493,5,0,0,1.404
2790292,27464,27467,42187,6,0,0,1.696
2790292,27484,27489,42229,7,0,0,1.957
2790292,27511,27514,46496,8,0,0,2.231
2790292,27536,27539,46497,9,0,0,2.497
2790292,27556,27561,46498,10,0,0,2.745
2790292,27616,27631,45068,11,0,0,3.191
2790292,27649,27652,46333,12,0,0,3.467
2790292,27671,27675,46334,13,0,0,3.715
2790292,27706,27709,46335,14,0,0,4.043
2790292,27735,27777,45072,15,0,0,4.423
2790292,27791,27793,46336,16,0,0,4.625
2790292,27799,27802,46028,17,0,0,4.749
2790292,27853,27867,46029,18,0,0,5.247
2790292,27931,27934,46030,19,0,0,5.714
2790292,27951,27953,46337,20,0,0,5.884
2790292,27985,28007,42797,21,0,0,6.331
2790292,28035,28054,41616,22,0,0,6.568
2790292,28072,28076,41611,23,0,0,6.717
2790292,28098,28103,41613,24,0,0,6.923
2790292,28125,28135,41615,25,0,0,7.167
2790292,28141,28146,41101,26,0,0,7.265
2790292,28154,28158,41110,27,0,0,7.389
2790292,28169,28179,41108,28,0,0,7.533
2790292,28214,28220,41106,29,0,0,7.806
2790292,28254,28268,42104,30,0,0,8.09
2790292,28279,28282,42102,31,0,0,8.242
2790292,28326,28330,42100,32,0,0,8.529
2790292,28353,28393,42098,33,0,0,8.802
2790292,28394,28406,42095,34,0,0,9.131
2790292,28416,28431,42093,35,0,0,9.288
2790292,28460,28471,42091,36,0,0,9.636
2790292,28483,28486,45010,37,0,0,9.807
2790292,28501,28511,42088,38,0,0,10.016
2790292,28527,28545,42085,39,0,0,10.197
2790292,28564,28574,46031,40,0,0,10.428
2790292,28598,28601,42084,41,0,0,10.711
2790292,28616,28635,42081,42,0,0,10.885
2790292,28649,28653,42079,43,0,0,11.054
2790292,28670,28685,42077,44,0,0,11.267
2790292,28702,28710,42074,45,0,0,11.464
2790292,28736,28738,46621,46,0,0,11.799
2790292,28743,28751,42072,47,0,0,11.881
2790292,28786,28795,42070,48,0,0,12.075
2790292,28836,28862,41219,49,0,0,12.38
2790292,28893,28899,42067,50,0,0,12.677
2790292,28929,28935,41557,51,0,0,12.925
2790292,28965,28970,43195,52,0,0,13.161
2790292,28981,29010,43193,53,0,0,13.279
2790292,29038,29056,43191,54,0,0,13.592
2790292,29073,29083,43201,55,0,0,13.773
2790292,29100,29110,43199,56,0,0,13.956
2790292,29119,29129,43197,57,0,0,14.069
2790292,29138,29174,45011,58,0,0,14.17
2790292,29200,29203,41876,59,0,0,14.461
2792701,29415,29420,41267,1,0,0,0.53
2792701,29427,29438,41221,2,0,0,0.65
2792701,29454,29472,41223,3,0,0,0.837
2792701,29512,29540,41225,4,0,0,1.235
2792701,29553,29570,41227,5,0,0,1.39
2792701,29596,29610,41229,6,0,0,1.7
2792701,29656,29665,41232,7,0,0,2.192
