ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
00323A982828E45A4AB2A352AC226971B10B685C_19;47031;41800;1;77090;77390;78316;[(47031, 41800, 2794289)]
00541A787C307491C18E396238AF62D411E62968_27;41395;42140;1;78165;78465;80808;[(41395, 42140, 2793312)]
010512CA4A16D7AF258B49DC2443606E14A96E95_74;47031;41880;1;77021;77321;79558;[(47031, 41880, 2794289)]
01EE58088655859B573B6218A192FDB27FEBD5DA_120;44903;41481;1;76520;76820;78156;[(44903, 41481, 2792221)]
01FCB986FDCB4947CBB318BBF67CB1081FF8A1BB_123;44903;46292;1;76518;76818;79276;[(44903, 46292, 2792221)]
0215909764B7BEF7B5EE72AEB9B4699913EFE2FA_130;41937;43507;1;72056;72356;73138;[(41937, 43507, 2793694)]
0233773B76B95CC5F74E1D6D81196B7736483D39_142;41796;41800;1;77348;77648;78316;[(41796, 41800, 2794289)]
024CF3AA890559D59E5C2790448D1605AFDBC253_154;42516;46322;1;76530;76830;78582;[(42516, 46322, 2794326)]
02500666965B2956DB0ADFF1B9116315A45F70A7_156;43421;43020;1;72035;72335;73426;[(43421, 43020, 2791464)]
02BC799ACFB80A240B24EE3CF83E8E2FB7C6068E_185;41842;42475;1;72420;72720;74555;[(41842, 42475, 2794454)]
02BD0920A8651F39189FC8587838EA56F910022B_186;46635;41875;1;70119;70419;72176;[(46635, 41864, 2793794), (41864, 41875, 2793905)]
02EB65B68AA55909E728CD9067CDE4FAAE9A3C8D_202;46422;41369;1;73012;73312;75548;[(46422, 41369, 2793937)]
03910E915C464182AA130C779102DAD390E489ED_239;43510;42576;1;73107;73407;75708;[(43510, 42576, 2792013)]
040025EF65018CBFE1EA73C00686041B5DE73697_266;41937;42008;1;77650;77950;81118;[(41937, 42008, 2793312)]
041ABE458629E8DC9D3358116313B4D818414404_275;41937;43509;1;76507;76807;77628;[(41937, 43509, 2794174)]
041E31C080B164D76228F0A0E171859FF7C98689_278;41853;41835;1;69619;69919;70716;[(41853, 41835, 2793916)]
