ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
002040A6677A944F1A30AEF216DC93EA23398583_11;41616;48150;1;39347;39647;41882;[(41616, 48150, 2792688)]
00420EA79AC7C60A100629C203A8CDF02A76E49F_24;41227;43510;1;36590;36890;38191;[(41227, 43510, 2793354)]
00BD0CEB57F02E0131DF0B75E141011FF84FEF84_59;46500;42409;1;44368;44668;45946;[(46500, 42409, 2791606)]
02C1704CD76D01BB65C4F40A3765775A7FD129FF_188;42011;43506;1;40052;40352;43480;[(42011, 43506, 2790661)]
03766318DF8EFB0A5681A1DF2B720F5598B19E0D_230;41897;41461;1;38937;39237;40234;[(41897, 41461, 2793398)]
039B036932333445933EC3B2BE0381AAA6D6EB90_240;41483;41447;1;38113;38413;39530;[(41483, 41447, 2790871)]
041D48306922AE2B6D734D6176398188E9786A50_276;42009;41322;1;46434;46734;49492;[(42009, 41322, 2792209)]
044177DBD5F996026854118F3D2E2793222CAA78_289;41613;42843;1;37622;37922;39570;[(41613, 42843, 2793063)]
04FC2492AAFEA47D35B066102F5752AC112FDEA1_339;42996;42961;1;39824;40124;41452;[(42996, 42961, 2790555)]
0579F2D0B2C3CC49B64DE40CD6D4617DC6A0472C_379;48039;41875;1;42179;42479;45218;[(48039, 41875, 2791050)]
05EDD0AE8DB7519321F4D2705F340386431000B3_406;42828;43509;1;41275;41575;42734;[(42828, 43509, 2792208)]
067D1DC5CEFFAAFF297D3C36A76289D57CCA6352_442;41328;43510;1;37434;37734;38648;[(41328, 43510, 2793334)]
068477C9599307BA95BC736AE59EA4A77F4B3D62_445;42452;42447;1;44874;45174;45844;[(42452, 42447, 2792208)]
070D501A48935D22D6684621BBFAD2D5742EDA49_482;42515;42497;1;40928;41228;42282;[(42515, 42497, 2793376)]
072BDE429D0DAE0ABEA5B74A9971635FB3EFCE65_492;41613;42855;1;37624;37924;39396;[(41613, 42855, 2793063)]
0780339DEE366C0D0A177CF52DADB52B133F4F20_521;42797;48150;1;39284;39584;41882;[(42797, 48150, 2792688)]
081BFBF8FB6FED5CA61214ECC37A39A81ADC3F15_563;42778;41349;1;46745;47045;48944;[(42778, 41349, 2791977)]
08C66E3BDD427E345D7484C6B8C53092FFA9AB45_618;41613;48150;1;39463;39763;41882;[(41613, 48150, 2792688)]
08CAE1C97A1205919F2A4309F0B0EBE616BDEC2D_621;41424;41426;1;43275;43575;44208;[(41424, 41426, 2793091)]
096DA77E6813576C48DF05470908117C10229327_667;41823;41810;1;39201;39501;40264;[(41823, 41810, 2792162)]
0981054ED576DF8E559CA3FE365E080223F7E0D5_675;41505;41937;1;45602;45902;47032;[(41505, 41937, 2792134)]
09A7AF3CC2439994934797C2D4A32700BE02DDED_681;42828;43507;1;43050;43350;44480;[(42828, 43507, 2791262)]
0AB1CB3B1E2ACF0343D9547703A077D29C636D43_761;41437;46277;1;36445;36745;38110;[(41437, 46277, 2790535)]
0AFDD79EA52DDE0CB226FDC4E3AA226990B83D2B_775;42003;45060;1;38639;38939;40044;[(42003, 45060, 2791604)]
0AFDD79EA52DDE0CB226FDC4E3AA226990B83D2B_776;45059;41374;1;39550;39850;42340;[(45059, 41374, 2790661)]
0B0DF5B7DE77395CC4CFC37A4B5A1EFD5757F8A6_783;41993;41322;1;40312;40612;43164;[(41993, 41322, 2790661)]
0B31CF3B8E08BCC3AF5104CE8B4303C0688084A0_792;41613;43248;1;39467;39767;41680;[(41613, 43248, 2792688)]
0B4090422190C55B16D63DEC381308E3C156A1B7_798;43509;41386;1;46398;46698;48598;[(43509, 41386, 2792134)]
0BA494CDA70CB626AE19CF12CD323CAAF9E3CFF7_840;46537;42138;1;44039;44339;45554;[(46537, 42138, 2791606)]
0BE18CB2180E06FD9436B203B6CBA42798DEF2CD_856;43507;42140;1;41763;42063;44980;[(43507, 42140, 2792208)]
0BF363314882AFFED43A3A4ABC7836C498D092F7_861;41877;48139;1;36297;36597;39302;[(41877, 48139, 2791701)]
