ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
002040A6677A944F1A30AEF216DC93EA23398583_11;41616;48150;1;39347;39647;41882;[(41616, 48150, 2792688)]
00420EA79AC7C60A100629C203A8CDF02A76E49F_24;41227;43510;1;36590;36890;38191;[(41227, 43510, 2793354)]
0077ADEFB6607F15CDE023DBEB2557D9DB8A0C93_32;43509;41365;1;45110;45410;46944;[(43509, 41365, 2790817)]
00786746E07A0FF607893BC5A3629C41ABC2C59E_33;44070;43507;1;40249;40549;42642;[(44070, 43929, 2790294), (41505, 43507, 2792208)]
00B41216313A963062908BDD495FC505EECFAC2F_55;41283;41444;1;45429;45729;47510;[(41283, 41444, 2791413)]
00BD0CEB57F02E0131DF0B75E141011FF84FEF84_59;46500;42409;1;44368;44668;45946;[(46500, 42409, 2791606)]
013CC22E3643F6F6C66BE0164CB1030C33F657A7_89;42870;48150;1;36362;36662;38228;[(42870, 48150, 2791836)]
016191920316B9FDB99D20017C5AA0713B7392F9_93;43093;43079;1;38127;38427;39088;[(43093, 43079, 2793467)]
01E8A2D0FEEB79683912FDA6EBC4932A906C8234_116;41342;41325;1;42806;43106;44036;[(41342, 41325, 2791059)]
02076A6084B3E48FA06527CB1C258A68483B2307_124;46018;42516;1;45758;46058;47077;[(46018, 42516, 2792300)]
023798BD13F6EA46304AD22A94B2BC6A6C16ED2F_143;41417;41876;1;36815;37115;40026;[(41417, 41876, 2791789)]
0285CB730EA52C49F70C50B4F063B865C1AD2FFD_170;42711;48139;1;38949;39249;41030;[(42711, 48139, 2790212)]
02C1704CD76D01BB65C4F40A3765775A7FD129FF_188;42011;43506;1;40052;40352;43480;[(42011, 43506, 2790661)]
0303ED33D70E9693D4614E8E7DF27C42F0A48830_206;46316;41481;1;45794;46094;48108;[(46316, 41447, 2793092), (41573, 41481, 2791413)]
0323587B6B07DDBD72CA122642495B7E03EA0F30_215;41277;44160;1;37307;37607;38590;[(41277, 44160, 2791789)]
03729B36BFFBFB363C0D9ED29ADCAF62FDDAF66B_228;42482;42508;1;45531;45831;46794;[(42482, 42508, 2791582)]
03766318DF8EFB0A5681A1DF2B720F5598B19E0D_230;41897;41461;1;38937;39237;40234;[(41897, 41461, 2793398)]
039B036932333445933EC3B2BE0381AAA6D6EB90_240;41483;41447;1;38113;38413;39530;[(41483, 41447, 2790871)]
03AB788A968EEAB0F235494A7475C64FF7346C8B_247;41388;46112;1;46160;46460;47548;[(41388, 46112, 2793580)]
041E31C080B164D76228F0A0E171859FF7C98689_277;47031;41854;1;36967;37267;39336;[(47031, 41854, 2793146)]
044177DBD5F996026854118F3D2E2793222CAA78_289;41613;42843;1;37622;37922;39570;[(41613, 42843, 2793063)]
047EBD5C98DC790080A3409970E4D0E1FAC8D541_304;42789;44170;1;43397;43697;45768;[(42789, 44170, 2792797)]
0490656D6FE62B4023BF7BE50D591DF03C0CF77D_310;42901;42968;1;44905;45205;46680;[(42901, 42968, 2790929)]
04FC2492AAFEA47D35B066102F5752AC112FDEA1_339;42996;42961;1;39824;40124;41452;[(42996, 42961, 2790555)]
05045137F657616D5977A08F176067652D997A67_340;42828;46368;1;42209;42509;47880;[(42828, 41369, 2791059), (41369, 46368, 2793580)]
051448272665FDE3E5EC59F9D93D21CBCACC16AC_346;43148;41380;1;38931;39231;40104;[(43148, 41380, 2794184)]
0542D823EA1B378005C72A67EFF0B00ADF712E7A_365;41395;41367;1;43068;43368;44650;[(41395, 41367, 2791059)]
05EDD0AE8DB7519321F4D2705F340386431000B3_405;43506;42829;1;38674;38974;40224;[(43506, 42829, 2792235)]
05EDD0AE8DB7519321F4D2705F340386431000B3_406;42828;43509;1;41275;41575;42734;[(42828, 43509, 2792208)]
060724DE51BC6BD2575EF7183C87E611B793A1D3_413;41395;41361;1;43071;43371;44546;[(41395, 41361, 2791059)]
06389AE43B4F788DB2B178F8671403BB490B6C9F_422;43506;42829;1;39864;40164;41307;[(43506, 42829, 2789976)]
