ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
00059A11D2E25873E735C847129013BDA9203532_4;41809;41839;1;62299;62599;63614;[(41809, 41839, 2794118)]
002D83AE88D5B5B230D589C12F370AEFFC089CD7_15;43510;46203;1;64698;64998;67148;[(43510, 46203, 2791098)]
007B575AE426A568B92584D20E0CF804D52A0795_34;41798;41802;1;62065;62365;63084;[(41798, 41802, 2794118)]
0097C444EC9A235AC0F8EE0B2C98175AB89CA1CF_43;41371;41358;1;58532;58832;59704;[(41371, 41358, 2792358)]
00A1FB124230D65FF66D38DB4001A601793806D1_45;41454;46278;1;64925;65225;66044;[(41454, 46278, 2792075)]
00CD13627C120456F3B2472D1F42E1843BDCCEC1_65;41431;41416;1;61496;61796;62860;[(41431, 41416, 2793965)]
00D059A0055061520FE51CB7C6775FC89C102701_67;42535;46453;1;62686;62986;64168;[(42535, 46453, 2793630)]
0124BAE2E9AE4AEA08616CAC889A8C7F5B89A066_86;46074;41964;1;60092;60392;61396;[(46074, 41964, 2793819)]
0167E24F24D9246B5338589954D429D5C965F160_94;41341;41372;1;62231;62531;63694;[(41341, 41372, 2790640)]
022464E881AF3A5098B1869E1932C2FA293000AE_137;43510;46205;1;64693;64993;67212;[(43510, 46205, 2791098)]
023E7B5D9B71C12A6B039B33B42E5D1F106F7825_145;42870;48150;1;67865;68165;69698;[(42870, 48150, 2794172)]
02ACF2F5F0913B8530A91F62077EE2DFB719DA3F_178;41865;41798;1;62557;62857;63586;[(41865, 41798, 2791206)]
02C543AF51887A84FBD0E9A82CD0701C7BEC7381_190;46148;44056;1;58958;59258;60164;[(46148, 44056, 2792829)]
02DEC6E2AAA575006794BC17169932714EBB2B81_196;46178;44163;1;59103;59403;60778;[(46178, 44163, 2793010)]
02EB65B68AA55909E728CD9067CDE4FAAE9A3C8D_201;41371;42831;1;62011;62311;64578;[(41371, 42831, 2792460)]
0308C394264EE6BD71B2EE1ECE8575FE011CC1DA_211;41937;41325;1;61333;61633;62838;[(41937, 41325, 2790640)]
033725A524D5D5E60D5F2DC5D3757F138BB487B7_218;48050;42869;1;58887;59187;61042;[(48050, 42869, 2794274)]
037C966D705AAA4226D9AB636F931C6982127D49_234;41786;43259;1;61304;61604;62349;[(41786, 43259, 2793985)]
03B938F5755C109B9643DC1D2ED1FF9C3928BBA0_253;46184;43507;1;59328;59628;61558;[(46184, 43507, 2793010)]
0426AB174483DC7786549D6A96477F799B673D63_280;46277;41658;1;62599;62899;63628;[(46277, 41658, 2793948)]
0497C59692212A5E8DCAB6F1DCB3AB944E497DC2_312;43343;42576;1;58110;58410;61018;[(43343, 42576, 2790963)]
04B2B26CC30B028EF17B7E54A8CC30E2CFE166E2_321;43051;43038;1;67522;67822;68596;[(43051, 43038, 2794026)]
052F5C6125E74860D1F4DD7EAB3EADBA71C07739_358;41371;43510;1;62017;62317;64038;[(41371, 43510, 2792460)]
054626EB482D0F4053EA480B27F7A47A551B2FBE_370;48039;42156;1;64098;64398;66020;[(48039, 42156, 2792088)]
05F1805D0505263488403008D572F58C5230F8CF_408;42839;42869;1;59417;59717;61042;[(42839, 42869, 2794274)]
06318B65C0F2B5B21B1EF69CF0E346EB90733A8A_418;41340;45063;1;59122;59422;61492;[(41340, 45063, 2792358)]
06A663864993C546162785F3CAE8FFCF5093DB55_456;42516;42800;1;65788;66088;67154;[(42516, 42800, 2794136)]
06E0C42009223BD664F23F0CC67CF91DD5A61069_469;41517;41658;1;57758;58058;60964;[(41517, 41658, 2793783)]
073FD1CEEFA6E8DC34AF76A7A1055474C53076E7_497;41392;41322;1;61701;62001;63770;[(41392, 41322, 2792460)]
0753D08D87863627D607EAEF1102B6541B572F5A_509;47031;41856;1;58192;58492;61048;[(47031, 41856, 2793778)]
0791FAF643312C97EF56F1A6006F1DE205D64CEB_526;43122;43148;1;58089;58389;59582;[(43122, 43148, 2790919)]
07CE7BFA5D49CB2949291CBD1D61DE3B37D23128_539;46109;42516;1;59466;59766;60660;[(46109, 42516, 2793340)]
07CE7BFA5D49CB2949291CBD1D61DE3B37D23128_540;41415;41460;1;66465;66765;67608;[(41415, 41460, 2793966)]
07D53D0F482194FA23EC4947CE234BEF4C73D87B_545;43421;43035;1;63755;64055;65302;[(43421, 43035, 2794387)]
087D63366C9AA3EC485DB201EF32D3CFCE65DF7B_583;41028;41880;1;64237;64537;67296;[(41028, 41880, 2792088)]
08A3FF0984F36F928540E770BEF636C7C5D74A2A_607;41343;43343;1;62543;62843;64166;[(41343, 43343, 2792460)]
08B04919AEA27FE1AD437582800A535D22133997_612;41952;41655;1;64185;64485;66912;[(41952, 41655, 2792577)]
092E21F089C1B125EA84F204DC469A4A96036552_651;41996;42457;1;60768;61068;62368;[(41996, 42457, 2793847)]
092E21F089C1B125EA84F204DC469A4A96036552_652;42458;41998;1;66547;66847;68306;[(42458, 41998, 2793693)]
095423D83FD4E1BD8916242B6BBEBD0C4479935E_657;43149;46474;1;61456;61756;63644;[(43149, 46474, 2794300)]
095D7217E5DD318EA4D883A25B9FFFF8B1F2F81E_658;43044;41896;1;65781;66081;67528;[(43044, 41896, 2794071)]
09A0B8EE05EF4841FAD8ACA9E6AB4AC6F159B729_679;43506;42833;1;59855;60155;61120;[(43506, 42833, 2792358)]
09B226648863B4FF714E82361522184B4A39F8F7_685;46635;41882;1;62639;62939;64466;[(46635, 41882, 2791890)]
09DB7ED99C008C06BFDD749F810D2F2B8C0574A2_700;41897;41414;1;63948;64248;65760;[(41897, 41414, 2791748)]
0A1C3CEED5252B53DA695846B20BCB0B000BBF98_721;41647;41395;1;62343;62643;63886;[(41647, 41395, 2794347)]
0A30D5DD2D6A55759C2A28711D8F3EAD361237B4_727;42719;42777;1;57766;58066;59556;[(42719, 42777, 2793584)]
0A6CB2B1297773BE36C8288D3D6DF7E3D3A633AB_738;41454;46278;1;64923;65223;66044;[(41454, 46278, 2792075)]
0AADDDF5499E477B9E0D5B6975CF835DA27AB846_760;48039;42160;1;64073;64373;66104;[(48039, 42160, 2792088)]
0B67C9BA1C220A4F32B5A2D17AA8EC6DD6ADBF8D_811;43507;41339;1;61580;61880;63072;[(43507, 41339, 2790640)]
0B9B1BBCA67BF870E00DAF0784407A5D6D617928_830;41450;41454;1;58516;58816;59622;[(41450, 41454, 2793547)]
0CA1BE557AF46343E36FD1BD39A2E591A083601A_908;41461;41435;1;64691;64991;66342;[(41461, 41435, 2791748)]
0CD84E9979A1D9703F1D62F0AED4F865963C3BFC_913;41340;45063;1;59120;59420;61492;[(41340, 45063, 2792358)]
0DD6B5345AFBFABDFE0B06A3D5F5544E19CEFC26_979;43148;43507;1;61524;61824;62474;[(43148, 43507, 2790640)]
0E7EFC5C668BC0821339B79E513DFE11231EC03A_1003;42719;41754;1;57771;58071;58754;[(42719, 41754, 2793584)]
0EBA30AA79BC12DDB17A2B5C1FD49A0EF14A8F46_1019;48039;41916;1;64108;64408;65370;[(48039, 41916, 2792088)]
0EE11651374DB7BFFCD05D0EFF1BA3AF36413501_1033;43343;46225;1;58106;58406;59830;[(43343, 46225, 2790963)]
