ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
00023D332040EF2AC1B30FA4E34201E455CCF357_2;41964;43507;1;37865;38165;39222;[(41964, 41941, 2791789), (41941, 43507, 2792351)]
002040A6677A944F1A30AEF216DC93EA23398583_11;41616;48150;1;39347;39647;41882;[(41616, 48150, 2792688)]
002B179240C41C7FC177085ED29F98B011D7E220_14;42493;43421;1;43537;43837;44898;[(42493, 43421, 2791619)]
00420EA79AC7C60A100629C203A8CDF02A76E49F_24;41227;43510;1;36590;36890;38191;[(41227, 43510, 2793354)]
0077ADEFB6607F15CDE023DBEB2557D9DB8A0C93_32;43509;41365;1;45110;45410;46944;[(43509, 41365, 2790817)]
00786746E07A0FF607893BC5A3629C41ABC2C59E_33;44070;43507;1;40249;40549;42642;[(44070, 43929, 2790294), (41505, 43507, 2792208)]
0096210A19A37E18A4B1E13B207B12ACEFA3DE9A_39;42437;41468;1;45888;46188;51020;[(42437, 43389, 2791628), (41555, 41468, 2791470)]
00AD754CB70691775F71D22CD1FAD16101F68D34_49;42448;42458;1;43913;44213;44902;[(42448, 42458, 2791230)]
00B41216313A963062908BDD495FC505EECFAC2F_55;41283;41444;1;45429;45729;47510;[(41283, 41444, 2791413)]
00BD0CEB57F02E0131DF0B75E141011FF84FEF84_59;46500;42409;1;44368;44668;45946;[(46500, 42409, 2791606)]
00CB6DB6FC0E5C6239C8F22F6026F269577A856B_63;42111;41322;1;45765;46065;48534;[(42111, 41392, 2793518), (41392, 41322, 2792737)]
0122CE614A0020F2A99B90DC033921AB8CAB2C94_79;42511;41424;1;41003;41303;46830;[(42511, 42516, 2793376), (42516, 41424, 2790725)]
013CC22E3643F6F6C66BE0164CB1030C33F657A7_89;42870;48150;1;36362;36662;38228;[(42870, 48150, 2791836)]
0152CCA7210C804BF391C758615C54B6A690D139_92;41288;42486;1;42685;42985;44028;[(41288, 42486, 2794621)]
016191920316B9FDB99D20017C5AA0713B7392F9_93;43093;43079;1;38127;38427;39088;[(43093, 43079, 2793467)]
01CC9371CCE850D69B0E0D40467191CBC348D7C9_112;42109;41322;1;39879;40179;42038;[(42109, 41322, 2791869)]
