ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
0096D912D9213C1A8ECB0BF6BE016091B575DBBD_41;42704;42714;1;51622;51922;52648;[(42704, 42714, 2791763)]
00AF59E37E2AED8D8E858183B92B474BD63B2E8C_52;41848;41864;1;53015;53315;54466;[(41848, 41864, 2790115)]
01ED9277076EC7358EC022EBE814C8564345C89E_119;41345;41328;1;49999;50299;51112;[(41345, 41328, 2791263)]
0285CB730EA52C49F70C50B4F063B865C1AD2FFD_171;48039;42715;1;48073;48373;50300;[(48039, 42715, 2791762)]
0323587B6B07DDBD72CA122642495B7E03EA0F30_216;42718;43996;1;48229;48529;49472;[(42718, 43996, 2793437)]
04EF2EFBC1FB826CC2FD311C5841B5791204BB96_337;41937;41339;1;50554;50854;52296;[(41937, 41339, 2791566)]
0506EAE53DFAA81EF8B58683E7B1F570179D2948_341;41227;41018;1;53151;53451;55502;[(41227, 41018, 2794618)]
052B19033CC9464D812A5380686AB01CEAC0CCA2_353;42840;46474;1;50227;50527;52120;[(42840, 46474, 2792353)]
05A54D8E3AB3A475B1189CCC36D08CFF868342E8_386;42112;42457;1;52571;52871;54984;[(42112, 42457, 2791566)]
06565FD40358F8950B90145E9043A0E8DB115050_431;41613;42084;1;48093;48393;49444;[(41613, 42084, 2793104)]
069F9D3397D7CDEE7F07D17A81CDC7E1D5775EBE_454;41802;41418;1;51402;51702;54900;[(41802, 41418, 2791554)]
06EC8736F9F7FF00FCB772E1C2087B59BF627FB9_474;41352;41797;1;54698;54998;55894;[(41352, 41797, 2793737)]
0706DB723C85B28E6363A4C6F38010848849F869_481;41854;42912;1;54914;55214;56082;[(41854, 42912, 2792006)]
074413F7EF3F0BFB80EB3E13AD99785FF1CFDFC5_499;41943;42574;1;53912;54212;56852;[(41943, 41946, 2791965), (41946, 42574, 2794618)]
084406D0E62E43297B8CBE25D4CD51EAEA876653_574;42514;42510;1;53628;53928;54576;[(42514, 42510, 2791471)]
08B2D5BC32B205621AA3A3F0A0AC7142D6EA905D_613;41475;46470;1;56868;57168;59314;[(41475, 46470, 2792061)]
0920309886B1A2B37FFF8344CC849046D7466796_645;41616;41613;1;51977;52277;52988;[(41616, 41613, 2791453)]
0920D52E880AC34FB7B41A9912CCEEEFCBD564CF_646;46035;46039;1;52559;52859;53568;[(46035, 46039, 2791201)]
092E21F089C1B125EA84F204DC469A4A96036552_650;41287;41509;1;47937;48237;49174;[(41287, 41509, 2791871)]
09ACF3B5CBDCDEFCECC0C44E102FD1CDDED5CBFA_682;41677;44161;1;50162;50462;52006;[(41677, 44161, 2791828)]
09B5612F4D1313FF09CD60A209954A043112C2DD_689;43157;43148;1;56207;56507;58280;[(43157, 43148, 2793535)]
09FE77040C674C055BAF17B545E4B5F678F1E589_708;41616;42084;1;48033;48333;49444;[(41616, 42084, 2793104)]
0A974FAC049C37684CEFEE6E65685D05B1E0A65D_749;46269;41468;1;54447;54747;55916;[(46269, 41468, 2791965)]
0AA29FABEE3D0E1FFE8606CBBBA462C2074F93ED_753;46142;44156;1;47888;48188;49314;[(46142, 44156, 2791102)]
0B60AAA36738C8E5AF926E8EC79D823E8390AEBA_808;46271;42583;1;54565;54865;57560;[(46271, 42583, 2791965)]
0B708E430BDD7F5141472ACFE13268228AC49763_813;41965;42946;1;53776;54076;56806;[(41965, 42946, 2791965)]
0BF363314882AFFED43A3A4ABC7836C498D092F7_862;48039;41875;1;48070;48370;51162;[(48039, 41875, 2791762)]
0BFAAD11FDE33DE675106E41AE8B089FB9B247D5_868;42870;48150;1;52460;52760;54336;[(42870, 48150, 2791178)]
0CF76F6951D53471379E1370382F7A66B23490F3_925;41416;41435;1;50757;51057;52020;[(41416, 41435, 2792553)]
0D478EC79196C4BD6C7F407BA0DD8FB9E71EE979_946;41807;41822;1;54999;55299;56124;[(41807, 41822, 2790686)]
0DC6AFFDAAB6C51C3F3D275F3BFCB5E5EE5FA690_973;43982;41477;1;48160;48460;49634;[(43982, 41477, 2793494)]
0E230206678C90310AD9B6D400984E8B6462CC1B_991;41807;41808;1;49452;49752;55140;[(41807, 41813, 2792601), (41816, 41808, 2793456)]
1045721852_1176;42711;41801;1;55564;55864;57416;[(42711, 41801, 2791253)]
1046485584_1184;41855;41850;1;49694;49994;50726;[(41855, 41850, 2794599)]
108C551585F9DA5F3DAE135937C6410F6EB9BB89_1237;43343;46194;1;54140;54440;56350;[(43343, 46194, 2794618)]
10F0FE026A750D06DC9D17A709530D53555A6D05_1275;42516;43425;1;53358;53658;55292;[(42516, 43425, 2794167)]
11A451142E098283732A96352A5D6FC6A70107B3_1315;43295;46153;1;51040;51340;52554;[(43295, 46153, 2792353)]
11A6EEF25365D27B218B2EC51961BEAA93978F77_1320;43018;43434;1;52725;53025;53898;[(43018, 43434, 2791471)]
121EDA77AD2F0E35F66C08CCC1EC458A1DCB02FC_1384;42516;46532;1;48785;49085;50820;[(42516, 46532, 2791621)]
126BF4A895495EDCDDE341D2272F2E15F6931362_1416;41028;41862;1;48194;48494;50994;[(41028, 41862, 2791762)]
126C2F828B2A1CE582FB4CBC7360F65825A5B659_1418;45063;43296;1;51334;51634;52372;[(45063, 43296, 2791263)]
12FFE7F55B9F18682260459ACD759819E2A4872A_1456;41813;41867;1;48136;48436;49896;[(41813, 41867, 2790007)]
1354511158_1511;41895;41301;1;50799;51099;52054;[(41895, 41301, 2790220)]
1378E4E992E5E11B05CB2480B8070FE7F918624B_1521;43004;41801;1;49712;50012;52408;[(43004, 41801, 2791940)]
13A564B1E03E9BB63656C129392C57F25312F616_1535;41813;41854;1;53263;53563;55456;[(41813, 41854, 2793341)]
13BFAC6F2BC66BFC779AD4A78CAC6E316387BAB3_1542;48039;41869;1;48092;48392;51104;[(48039, 41869, 2791762)]
141092034613715_1574;43509;42107;1;56456;56756;59308;[(43509, 42107, 2791918)]
141102564429304_1583;41236;41942;1;53394;53694;55318;[(41236, 41942, 2794618)]
141156814600208_1589;41866;41853;1;50148;50448;51272;[(41866, 41853, 2791940)]
141156814605625_1601;41611;46637;1;52035;52335;53294;[(41611, 46637, 2791453)]
141309031130FDEEDC5758BFE48C4604274669E3_1602;43509;41363;1;50768;51068;52758;[(43509, 41363, 2791566)]
14FD949906B69314C84E8B0CED3D058DEF77E47C_1669;43343;41468;1;53462;53762;55916;[(43343, 41468, 2791965)]
1552445842_1702;43157;43147;1;49215;49515;50808;[(43157, 43147, 2791363)]
1552445843_1703;43159;43147;1;49234;49534;50808;[(43159, 43147, 2791363)]
1553338284_1707;41263;42886;1;48489;48789;51366;[(41263, 42886, 2790317)]
1553338288_1708;41444;46277;1;49487;49787;50990;[(41444, 46277, 2790317)]
1553338289_1709;41454;42886;1;49903;50203;51366;[(41454, 42886, 2790317)]
1558053515_1737;41395;41339;1;57010;57310;58192;[(41395, 41339, 2791918)]
155F5D7FC56BBF528AE1049FC1B87D6AAF60682D_1749;41899;43051;1;50040;50340;51902;[(41899, 43051, 2790675)]
1611D04828FBD979030ADD153F4F9A9DD182D977_1805;41389;43510;1;57328;57628;59664;[(41389, 43510, 2790639)]
1640467428_1817;41842;41800;1;51526;51826;52598;[(41842, 41800, 2790115)]
1640467431_1818;43001;42968;1;54207;54507;55758;[(43001, 42968, 2790115)]
164163D70FD51A6FD85EF0430B506CAF7197F894_1831;45062;43510;1;55871;56171;59664;[(45062, 43510, 2790639)]
1643134928_1845;46074;41929;1;55929;56229;58027;[(46074, 41929, 2792371)]
1643134929_1846;46074;41395;1;55961;56261;58267;[(46074, 41395, 2792371)]
1643134935_1847;41918;41380;1;57023;57323;58086;[(41918, 41380, 2792371)]
1646915781_1864;42551;46304;1;56125;56425;58416;[(42551, 46304, 2793342)]
164A8D8D37A0B41C5DA9D1ABB212B78B3C015B3F_1877;41895;41431;1;50744;51044;51786;[(41895, 41431, 2790220)]
1650323489_1879;41410;41446;1;50488;50788;52284;[(41410, 41446, 2792553)]
1671024858_1890;41505;41339;1;49994;50294;52296;[(41505, 41339, 2791566)]
