ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
00023D332040EF2AC1B30FA4E34201E455CCF357_3;48050;45030;1;63801;64101;65074;[(48050, 45030, 2791545)]
00059A11D2E25873E735C847129013BDA9203532_4;41809;41839;1;62299;62599;63614;[(41809, 41839, 2794118)]
0039D104DF2A7E863316143B33403B4604F369EB_21;47031;41834;1;61518;61818;63516;[(47031, 41834, 2790190)]
007B575AE426A568B92584D20E0CF804D52A0795_34;41798;41802;1;62065;62365;63084;[(41798, 41802, 2794118)]
0096311D6AC642D4A953F4D86633A28A96D9EBDD_40;44156;41781;1;59492;59792;60746;[(44156, 41781, 2793296)]
00D059A0055061520FE51CB7C6775FC89C102701_67;42535;46453;1;62686;62986;64168;[(42535, 46453, 2793630)]
012456B005FF8EDEAE44BBBD6BCD3C76083B04DE_84;42964;44913;1;61553;61853;63920;[(42964, 44913, 2791731)]
0124BAE2E9AE4AEA08616CAC889A8C7F5B89A066_86;46074;41964;1;60092;60392;61396;[(46074, 41964, 2793819)]
01A50B6DB2E51A7D9AAD12B2FD076E0B3D538053_102;47031;41080;1;63943;64243;66926;[(47031, 41080, 2794105)]
023E7B5D9B71C12A6B039B33B42E5D1F106F7825_145;42870;48150;1;67865;68165;69698;[(42870, 48150, 2794172)]
024B30D05F1B94FA2CF4B6E5AF632335D2C97033_153;47031;41807;1;64008;64308;65456;[(47031, 41807, 2794105)]
02ACF2F5F0913B8530A91F62077EE2DFB719DA3F_178;41865;41798;1;62557;62857;63586;[(41865, 41798, 2791206)]
02B078030E0EAAEDDEF2BFC1E83E0B6E6F49DA2A_179;42916;44913;1;61710;62010;63920;[(42916, 44913, 2791731)]
02DD8CB7071B41DEA5BB702A3B1281A1E33126B0_194;42516;42497;1;61199;61499;62460;[(42516, 42497, 2793170)]
02EB65B68AA55909E728CD9067CDE4FAAE9A3C8D_201;41371;42831;1;62011;62311;64578;[(41371, 42831, 2792460)]
0304533FC00461F54FB877D0780E7AA77BDB2FB3_207;43142;43509;1;61975;62275;66774;[(43142, 43148, 2793900), (43148, 43509, 2793050)]
0371E73E1CFE50296FBB3A1848BD7AC0DC5A1787_227;41410;41458;1;59723;60023;62024;[(41410, 41458, 2792971)]
037494660EAC2A5C3842DB45B531A8187C53DAF7_229;41804;42715;1;67609;67909;69272;[(41804, 42715, 2793428)]
037A054070456C2C399544F5416A9303E925FAB5_232;41866;42447;1;62284;62584;67508;[(41866, 41801, 2793779), (41339, 42447, 2791522)]
037C966D705AAA4226D9AB636F931C6982127D49_234;41786;43259;1;61304;61604;62349;[(41786, 43259, 2793985)]
03FF3E3A652FDD75E6B37826C1728325ADFBFF8E_264;43509;41388;1;63623;63923;65894;[(43509, 41388, 2791522)]
040025EF65018CBFE1EA73C00686041B5DE73697_265;42009;41957;1;65410;65710;68822;[(42009, 41957, 2793879)]
040FACA732E7FD5CBB05E714BF97986279C36454_272;42541;46453;1;60998;61298;62182;[(42541, 46453, 2791782)]
041684C61CD1D42CB799D2B5C2E1E8159929E447_273;41505;43507;1;65720;66020;67468;[(41505, 43507, 2794302)]
0426AB174483DC7786549D6A96477F799B673D63_280;46277;41658;1;62599;62899;63628;[(46277, 41658, 2793948)]
0445E67037FEC841FB65E5AB6F27DF4BB0C90F19_291;48050;41867;1;63756;64056;66704;[(48050, 42854, 2791545), (41813, 41867, 2794105)]
0466AD355EDDC34D9D2D15A741B35C429E26E5D7_300;41857;41369;1;62509;62809;65618;[(41857, 41801, 2793779), (41339, 41369, 2791522)]
052F5C6125E74860D1F4DD7EAB3EADBA71C07739_358;41371;43510;1;62017;62317;64038;[(41371, 43510, 2792460)]
054626EB482D0F4053EA480B27F7A47A551B2FBE_370;48039;42156;1;64098;64398;66020;[(48039, 42156, 2792088)]
05673DD979E1D83ACB3167D23276A8E04ED0378F_375;47031;41864;1;63924;64224;66662;[(47031, 41864, 2794105)]
0572D6E3491216F909611701F1BC6838045EB4B4_377;46186;41233;1;65197;65497;66492;[(46186, 41233, 2793427)]
0579B5ED8B25D28CD7FF62CDBFC30CBB206F2F8D_378;41395;41336;1;60469;60769;61708;[(41395, 41336, 2793878)]
059A743F66F8FE4546D69E9B37DE18DA6C4CB43A_382;46264;41954;1;63216;63516;64514;[(46264, 41954, 2791027)]
05D8AFE4162717F2CB5CEC9D9954411C66AA08EB_398;41465;41960;1;62983;63283;64704;[(41465, 41960, 2791027)]
0631C1308009D6F98E4C3AA6B2E83A6DF05548DF_420;43931;41894;1;66090;66390;67626;[(43931, 41894, 2794120)]
065F4F222BB5EC2A4DC35ED19AA14F909E32C65F_433;43507;41334;1;65031;65331;67212;[(43507, 46186, 2793427), (41380, 41334, 2793050)]
06618D95C3B38DF1CD69A149D9A0BEC94A18E0E2_437;44903;41481;1;64838;65138;66574;[(44903, 41481, 2791461)]
068989D2F5EA04AA12D9E2167727B5C9CE397658_448;42460;41322;1;60859;61159;64546;[(42460, 41322, 2791919)]
0694FB02689DD8764631F2CE0ECFC242C426DDF7_450;43510;42831;1;60598;60898;62276;[(43510, 42831, 2791521)]
073FD1CEEFA6E8DC34AF76A7A1055474C53076E7_497;41392;41322;1;61701;62001;63770;[(41392, 41322, 2792460)]
07514FAD24CA4881975983091E516F720F188F19_508;41842;42524;1;62764;63064;64292;[(41842, 42524, 2793504)]
076DCB4462C3294AF068767247DB63F260B1A928_514;42870;48150;1;65322;65622;67236;[(42870, 48150, 2793652)]
0775EC6AE93E87239F8B82F72F32DDE9C54D91BD_518;42458;43510;1;64650;64950;68550;[(42458, 43510, 2793879)]
0781B37767AA5C6FAD99C15CEAC3F086915AB6FE_523;42801;41420;1;67328;67628;68576;[(42801, 41420, 2794534)]
078DFD4FC847FABEF9FEF74F7872A114497143CE_525;47031;41878;1;61409;61709;64490;[(47031, 41878, 2790190)]
0791FAF643312C97EF56F1A6006F1DE205D64CEB_526;43122;43148;1;58089;58389;59582;[(43122, 43148, 2790919)]
07CE7BFA5D49CB2949291CBD1D61DE3B37D23128_540;41415;41460;1;66465;66765;67608;[(41415, 41460, 2793966)]
07D755F42E6DE795FEAF46E146084C93135CCD9A_547;42866;41572;1;63730;64030;67424;[(42866, 46304, 2792665), (43343, 41446, 2791028), (41573, 41572, 2793792)]
